,tweet,bert_predict,lstm_predict,bert_lstm_predict
27,ga kasihan ya sdh merugikan berkali kali klub bola indonesia yg didalamnya bnyak org mencari uang utk makan satgas covid btuh kelogisan keadilan oke sepakbola dilarang tpi yg juga dilarang pdhl udh prokes ketat jg liga,-1,-1,-1
28,rasanya gue pengen nangis pojokan gegara gagal mudik gitu disaat gue udah udah punya kesempatan harus wabah separah plish lo covid enyah jauh bumi nyusahin tauga,-1,-1,-1
29,hentikan kelakuan yg gak populis nyolong uang rakyat memperjualbelikan kewenangan dimusim pandemi covid tindakan yg merugikan orang berhentilah,-1,-1,-1
30,gasabar bali overthingking tbtb positif corona gajadi liburan gagal alemong,-1,1,-1
31,semua lupa cuma corona virus harus dibasmi virus yg jauh mematikan potensi tinggi tingkat kesadaran rendah keselnyaa belom ada obatnya,-1,-1,-1
32,gw gagal vaksin trs anj,-1,1,-1
33,covid sialan buru geura musnah niat liburan ti tahun kamari gagal wae,-1,1,-1
34,penyakit yg mematikan covid ga dibatasi mobilitas manusianya laiyeslaah krn covid sifat penularannya ganas beda ama kankerjantungdarting yg ga nular samsek dgn cepat mobilitas manusia ga dibatasi gegara kanker tempati mati tertinggi,-1,-1,-1
35,hanya covid gagal jogja ternyata sang kuasa menata takdir dengan rapih,1,-1,-1
36,dear februari akhir saya lapor pph intensif covid gagal karna gagal saya melakukan pembayaran sesuai nominal pajak melakukan pembayaran lapor tertera nihil tolong penjelasannya terimakasih,-1,-1,-1
37,kemarin selasa gagal vaksin udah excited semingguan sekarang udah pasrah aja perkara dapet nggak vaksin jumat insya allah dapet sih nggak excited karena males kecewa,-1,-1,-1
38,aneh gagal vaksin sakit nik nya di pakai orang,-1,-1,-1
39,gulingkan jokowi jokowi gagal mengatasi pandemi covid gulingkan juga merdeka,-1,1,-1
40,gagal maneh cugk,-1,-1,-1
41,corona katanya mematikan manusia mungkin mematikan nya sila kemanusiaan adil beradab,-1,-1,1
42,org ga takut covid kalo dibilangin bilang mati ya mati aja udah takdir ya mati gilak tau ga org org kayagitu merugikan org udah jaga kesehatan gamau mati,-1,-1,-1
43,kesel bgt gegara ppkm urusan jadi ribet anj kalo gagal kuliah gegara gadapet vaksin,-1,1,-1
44,salah satu paling mengerikan virus covid adalah perburukannya kerap terjadi cepat gabungkan dengan berita investigasi kompas kemarin tentang okupansi tempat tidur rumah sakit tinggi akan kombinasi mematikan,-1,-1,-1
45,gagal vaksin hari karna tensi nya tinggi disuruh kurangi begadang perbanyak tidur andai kau tau pekerjaan ku pa dokter makasih teguran nya pak,-1,-1,-1
46,astaghfirullah gagal vaksin hari kok gitu sih tbtb rescheduled,-1,1,-1
47,udah th gagal atasi pandemi makin menggila udah aahh turun podium aja ganti sistem pengelolaan negeri biar berkah covid musnah,-1,-1,-1
48,diet gue gagal anjir grgr hari vaksin trs td pulang makan pasta pizza crepes,-1,1,-1
49,keterampilan keahlian pemimpin justru diuji kelihatan masamasa sulit ini sanggup ngatasin diacungi jempol pahlawan dikenang sejarah semrawut dianggap gagal mampu menyelesaikan masalah covid,1,-1,-1
50,pandemi meninggal soal covid karena efek gagal nafas rumah sakit butuh banyak oksigen,-1,1,-1
51,selamat pagiyukk kuatin imun tubuh ttp sehat terhindar dr wabah covid yg mematikan,1,1,1
52,yg terjangkitterpapar covid rata usia nya atas thun ko anak skolah yg jadikan mengorban masa mereka jd ap tunas bangsa hak edukasi nya larang kebijakan yg merugikan masa,-1,1,-1
53,bikini bottom tuan crab ditugaskan nyona puff ngerawat pandemi gimana caranya uang keluar gppa dikitdikit aja asal keluar terus disisi plakton bikin koalisi nentang vaksinasi nyebar hoax dll yang rugi warna bikini bottom yak,-1,-1,-1
54,rugi belajar tinggi ii vaksin percaya halah ii,-1,1,-1
55,negeri semakin membingungkan peraturan yg sungguh merugikan rakyat dirugikan elite yg diuntungkan,-1,-1,-1
56,sebelum covid sudah dihantui kematian karena kecelakaan suatu penyakit semenjak covid kebanyakan orang mengganggap sebagai yang mematikan,-1,-1,-1
57,berita duka kawan jurnalis basis ar meninggal dunia ku gak berani memastikan covid bukan sedih membayangkannya jakarta sempat kontak urusan jumpa gagal pandemi selamat jalan bang ancha tenang di sisinya,1,1,1
58,covid gak mematikan manusia endingnya mematikan rasa kemanusiaan,-1,-1,-1
59,bandung bondowoso ditarget bikin seribu candi semalam jadi gagal kurang satu ya wajar semalam lho jam lha sudah lama bikin sistem pendaftaran vaksinasi untuk nakes ya masi dikomplin teros,-1,-1,-1
60,pengen ngilang seharian tp covid gagal rencanaku,-1,-1,-1
61,saudara menteri perdananya tatakelola buah fikiran untuk mengeluarkan ibunda pertiwi kemelut petaka wabak covid gagal hanya menuju gelap tak berpenghujung yang beradab warga prihatin,-1,-1,-1
62,indonesia keren percaya kita tertinggal tetangga bagian pun olahraga sumber dayamanusia kekuatan pemerintahan masih lemah semua hormat setuju pemerintah indonesia gagal menangani pandemi covid,1,1,-1
63,jalan pake duit kena corona menderita tapi indon merasa kalo si dara berhutang permintaan maaf indon emang gatau malu mata indon selebgram dituntut menjadi malaikat menjadi acuan moral gaboleh salah tidak merugikan,-1,-1,-1
64,gagal vaksin ya allah,-1,1,-1
65,yah gimana covid aja ad yg bilang diendorse pikir yg rugi kisaran doang gitu,-1,-1,-1
66,gagal vaksin gegara radang,-1,1,-1
67,banyak banget lansia yg udah sampe tempat vaksin gagal vaksin tensi diatas,-1,1,-1
68,vaksin pertama aja gagal kualifikasi gegara grogi tensinya jadi ini harus vaksin ya allah kek ujian,-1,1,-1
69,gagal serahkan kepala daerah masing untuk mengatasi covid buka akses internasional kalo negara ga mampu,-1,-1,-1
70,ternyata kerasa efek vaksin lapar terus rasanya gagal dah usahaku,-1,1,-1
71,yak bener gagal vaksin suhu nya memenuhi syarat tinggi reschedule jadinya,-1,1,-1
72,dijagain gaes kalo keluarga sakit parah masuk rumah sakit sampe tergiring ikut prosedur covid yg merugikan pasien tetep kritis mempertanyakan prosedur yg dirasa aneh dengan bekal pengetahuan yg cukup juga dari kitanya,-1,-1,-1
73,orang orang ga pinter cuma nyalahin pemerintah gagal nanganin covid sampe ekonominya menurun grgr covid mah kesempatan cari duit ada tergantung kitanya apa ngga kalo terus terusan nyalahin pandemi ya gada abisnya,-1,-1,-1
74,smoga az provokator tntng covid bner terkena virus mematikan,-1,-1,-1
75,percaya covid menakutkan menakutkan ia mematikan pelan pelan tunggu tunggu nggak pelan pelan tapi menyiksa nyatanya yang penjara denda dibikin sengsara yey rencana bakal perpanjang eit kena beban moral temen,-1,-1,-1
76,covid hanya mematikan manusia mematikan rasa kemanusian,-1,-1,-1
77,wingstour jkt udah tau udah penasaran denial banget gamau ngestan ngestan boyband jadi gatau deh kalo konser lysy gagal berkali kemakan rumor gambling ternyata tetep gak dateng ada corona benci bgt kangen ketemu,-1,-1,-1
78,presiden turun kalian yakin pemimpin berikut nya berhasil lawan covid ato hal ini terulang kalian tweet kek gini klo presiden gagal rakyat tweet gini mending rakyat aja yg jadi presiden dah,-1,-1,-1
79,dr awal corona jg kaga tuh pt gue libur bnrbnr libur gtu wfh seminggu duaminggu kayak yg dianjurkan pemerintahh giliran potong gaji libur dihapuskan dll merugikan karyawan baru dah ngikutin pemerintah,-1,-1,-1
80,kemaren vaksin kedua biasa ngantuk parah saking ngantuknya kelewat sahur pertama ramadhan untung gak kelewat nonton emyu kaki final kali gagal ingat baru kaki,-1,-1,-1
81,gagal vaksin untuk kalinya,-1,1,-1
82,orang mah kalo kena covid trs gamau wisma atlet lo rumah aja anjrit gausah keliaran rumah bikin rugi orang aja,-1,-1,-1
83,semakin digalakkan vaksin corona terus meningkat artinya pemerintah gagal mengatasi pandemi disusul anjlokkan ekonomi,-1,1,-1
84,tuan rumah edisi covid gagal brazil inggris gagalnya misi football coming hometetap semangat tim inggris fans sf champion,1,1,-1
85,nangis karna takut suntik vaksin nangis karna kali gagal vaksin,-1,-1,-1
86,wkwk ngalamin tetangga covid meninggal akibat gagal operasi usus meninggal covidkan yap keluarganya dipaksa untuk ttd hadeh bisnis maapin jiwa netizen ku keluar,-1,1,-1
87,nenek bude ku gagal dimedan covid sedih rasanya mendengar kabar orang sayang meninggal dgn jarak waktu singkat kenangan msh terpampang nyata hati nenekku meninggal hr yg dn hr budeku meninggal,-1,-1,-1
88,pound sterling merosot selepas britain european union eu gagal menyetujui penyelesaian masalah perdagangan pascabrexit northern ireland peningkatan jumlah kes covid menambah tekanan pound,-1,1,-1
89,pelajar pekerja kilang sampailah menara gading hingga menteri kabinet dijangkiti jelas menunjukkan pengkhianat tebuk atap kuncukuncunya gagal membendung penularan pandemik semakin serius letak jawatan secara terhormat,-1,-1,-1
90,dah vaksin solat berjarak kalau hidup dgn mask hand sanitizer tembak suhu kalau perjalanan terhad masyarakat takleh fikir jgk taktau hidup kembali normal gagal agenda norma baharu berjaya,-1,-1,-1
91,sayangnya harus sampaikan hemat pemerintah gagal menangani covid,-1,1,-1
92,gue udah ga tau ngerasain dalam dua hari dua orang dr keluarga besar bokap ga ada satu sepupu gue krn gagal ginjal yang satu kakaknya bokap krn covid,-1,-1,-1
93,definisi rakyat ngomong pemerintah menentukannya lagi vaksin stadion panitia mengumumkan vaksin disarankan ditunda jam stengah siang krn yang gagal vaksin krn tensi diharapkan dgn istirahat tensinya mendingan pas diumumin,-1,-1,-1
94,varian baru covid masuk ya bukti pemerintah gagal melindungi rakyatnya,-1,1,-1
95,waktu dirawat krn covid perawat gagal masukin infus dgn darahku becucuran gt perawatnya udh gk enak minta maaf terus sampe bersihin tmpt tidurku sih maklum gk marah krn dy pake apd lengkap jalan sm napas aja udh susah bwt mrkaplg hrs sentuh kecil suka susah,-1,-1,-1
96,covid hanya mematikan manusia juga mematikan rasa kemanusiaan om ded,-1,-1,-1
97,hari banyak teman yg sblmnya die hard rezim mengakui bhw mmg rezim gagal memimpin rakyat hadapi covid ga lg yg diharapkan dr mrk ga dan bangsamu tlah membeli kegagalan sebagai tiket untuk menjalani bahtera kehidupan beberapa tahun depan,-1,-1,-1
98,daerah covid meningkat kayaknya rencana kalo sekolah udah offline bakal gagal,-1,-1,-1
99,loe masih anggap covid konspirasi sakit cukup buat loe perlu koarkoar yang ternyata merugikan mereka kena dan anggota keluarganya ada yang meninggal dunia,-1,-1,-1
100,masalahnya badan gue membesar pak masi muat baju selemari terus inget ada baju belom dipake tahun gagal gathering gegara corona jadi baju baru prioritas anak aja udah gue mentahannya aje beli upil eunkwang,-1,-1,-1
101,curiga kayak nya gerakan bawah tanah bikin tsunami covidperdayain orang bwt bilang covid ga provokasiin mudik ga ikut vaksinkrn tsunami covid dpt deh legitimasi pemerintah gagal layak disuruh mundur,-1,-1,-1
102,eh eh tunggu deh jadi vaksin pertama gue gagal nih ulang dr awal gimana ya,-1,-1,-1
103,isoman hari pengobatan covid dinyatakan gagal kah,-1,1,-1
104,disaat pemerintah sibuk dgn vaksin penyemprotan desinfektan lupa ada virus yg terlihat mematikan,-1,1,-1
105,serius bngt pgn liburan yang jauh udh nyusun rencana pas liat orang liburan kyknya rencananya gagal lagii inii covid redanya,-1,1,-1
106,telah gagal,-1,1,-1
107,pemerintah gagal melawan covid kasus covid besar utk menutupi berita tsb mulai dgn berita ibhrs masuk dlm mainan politik pemerintah klian ikut rusak negeri,-1,-1,-1
108,covid merajalelatuhan musnakanlah virus virus yg merugikan inivirus yg skrg mewabahayo teman safety guna mencegah virus covid yg ganas,-1,-1,-1
109,gagal snmptn ga ikut utbksbmptn drop harus opname rumah sakit ga dibolehin berangkat utbksbmptn covid aku jadi mahasiswa salah satu pts daerahku,-1,-1,-1
110,berencana liburan semarang tp gagal ada satu lain pernah berencana liburan bromo tinggal berangkat tp kandas corona benarbenar tinggal semarang semoga tahun juga liburan bromo,-1,1,-1
111,kes covid tinggi darurat gagal,-1,1,-1
112,menlu latvia mengatakan negara anggota uni eropa dpt menuntut produsen vaksin astrazeneca melanggar kontrak gagal memenuhi jadwal pengiriman vaksin covid astrazenecamengatakan kpd ue hari jumat mereka tdk dpt memenuhi target pasokan disepakati,-1,-1,-1
113,covid hanya mematikan manusianya covid mematikan rasa kemanusiaannya,-1,-1,-1
114,vaksin sebuah bentuk ikhtiar untuk kesehatan terhindar ancaman merugikan tubuh bangga aja ngelihat masyarakat dengan sadar mendaftarkan untuk vaksin antrean panjang banget,-1,1,1
115,libur corona hari uang jajan gapapa gue rugi yang penting bertahan hidup dah keberlangsungan kebahagiaan tp klo pikir rugi ya ajg,-1,-1,-1
116,rezim jago ngurusi ya ngurusi ekonomi ga becus hutang ningkat pengangguran meningkat ngurus covid jg gagal ngurusin politik jg gagal membiarkan begal politik tdk pecat pendidikan amburadul,-1,-1,-1
117,ppkm minggu karyawan yg dirumahkan pkl shift malam pemasukan rp gagal bayar kontrakan gagal bayar cicilan ditakuti tetangga dikurung gagal beli makan gagal makan mati kelaparan diruang kontrakan dijemput ambulan dinyatakan kematian karna covid wkwkwk,-1,-1,-1
118,momsky gagal vaksin tensinya tinggi gak turun gegara tegang yawlah mantan perawat lho,-1,-1,-1
119,benarkah vaksinasi presiden jokowi gagal masuk darah dokter ahli asal aceh yg domisili cirebon anak ulama besar aceh dr taufiq muhibbudin waly sppd menulis vaksinasi presiden diulang hatihati vaksinasi bismillaahirrohmaanirrohiim,-1,-1,-1
120,arie untung salah pemercaya dongeng takhayul negeri onta hoax kira allah secupet pemikirannya jk allah mberikan jalan mulus menuju jannah bg yg gagal baitullah krn covid situasi ketidakpastian dr ksa yg concern ttg keselamatan,-1,-1,-1
121,negara kesatuan vaksinasi pakai nanya ktp kalau ngrawat bukan warganya kepala daerah merasa rugi,-1,-1,-1
122,heran aja orang nyalahin pemerintah udah gagal nanganin covid pemerintah emg gak benar menurutku salahnya tapi mbok yo liat situasi kondisi ada covid tu hal yg baru ilmu nya aja sering berubah,-1,-1,-1
123,pak pres gagal nanggulangin covid katna ga sarapan jadi ga fokus,-1,-1,-1
124,temen deket lo positif covid ternyata mertuanya meninggal gara covid taunya orang bukan dr ybs disitu merasa gagal jadi temen,-1,-1,-1
125,terjadi polarisasi masyarakat covid masyarakat menengah keatas berpenghasilan tetappercaya covid dianggap momok yg mematikan masyarakat ekonomi lemah tdk berpenghasilan tetap hariantdk bekerja dianggap lbh mematikan pd covid,-1,-1,-1
126,gagal vaksin antri dr pagi,-1,1,-1
127,gagal kondangan temen kantor ultah temen gara covid tinggi huhuhu,-1,-1,-1
128,indonesia gagal memutus rantai persebaran covid semenjak nama lockdown diganti psbb,-1,-1,-1
129,knp orng habis vaksin meninggal ya gk satu dua tpi bnyk tmne emes yg hbis vaksin die ya tuhan vaksin racun si yg dikasi orng orng kejam bgt efeknya mematikan dlm sekejap,-1,-1,-1
130,varian baru covid namanya deltacodeboro yg mematikan jigen,1,1,-1
131,yok jaga kesehatan kalo drop minggu gagal vaksin,-1,1,1
132,di vaksin sakit gagal dah vaksin hari,-1,1,-1
133,uang jajan ku corona bisa beli ipad kali ya rugi dongg,-1,-1,-1
134,melarang harus kasih solusi jangan bikin kebijakan merugikan hidup kelas berbedabeda memang melarang orang jualan dianggap efektif menyelamatkan semua covid ulurkan bantuan untuk menunjang ekonomi selama ppkm,1,-1,1
135,smp wisuda gajelas sma gagal wisuda grgr corona anjing,-1,-1,-1
136,skandal corona mematikan heboh,-1,-1,-1
137,negara genting covid ini presiden wakilnya kemana pegang kendali kalau gagal mundur pemimpin rakyat yg disalahkan milih ikut menanggung dosa,-1,1,-1
138,seharian kondisi cuaca membuat badan gemeteran pagipagi rs vaksin eh gagal malah jadi penyakit ada kambuh rasanya pengen nyerah aja,-1,-1,-1
139,tetangga wa gagal vaksin ken diabetes br ketawan seumuran uwe oke bhaique,-1,1,-1
140,hadeh covid masih seliweran aj tl jenuh sedih banget ya allah bacanya sih ya allah negara ini gak lockdown aj takut banget cuan berkurang rugi,-1,-1,-1
141,penanganan covid gagal dana covid menguap kemana bantuan vaksin gratis negara donatur dijual masyarakat ditengah lonjakan kasus harian ketakutan warga gotong royong dalam kebaikan dalam kolusi,-1,1,-1
142,bbrp hari yg gagal vaksin gegara tensi lg tinggi kemaren disamperin ibu puskesmas di tlp org puskesmas disuruh dtg lg gw ga takut vaksin gw cm takut jatumnya,-1,-1,-1
143,udah mau vaksin gagal,-1,1,-1
144,hindari corona tetap hidup tidak berguna,-1,-1,-1
145,ppkm darurat psbb covid telek gak mematikan dibesar besarkan yg kaya kaya yg miskin miskin,-1,-1,-1
146,gagal vaksin maning,-1,1,-1
147,pendaftran nakes untuk vaksinasi covid mengalami kendala saat beragam masalah mulai registrasi perihal database ini berlarutlarut kemudian narasi vaksinasi mandiri menguat akan merugikan penanganan pandemi,-1,1,-1
148,covid bukan mematikan manusia mematikan rasa kemanusiaan,-1,-1,1
149,coba lu bayangin jadi gue gue nyusun rencana masa gue gue smk lulus kuliah dapet beasiswa alhamdulillah terpenuhi diakhir semester abang nawarin beasiswa luar negeri ga kamu dipare selama bulan gagal gara covid,1,-1,-1
150,uda positif gagal positif covid emg dsr beban keluarga,1,1,1
151,mudik aja dilarang giliran transportasi rugi ngeluh maunya pemerintah gimana si yg untung sekarang tes tes tes tes covid yg jdi bisnis menjanjikan mending pt kai pindah profesi jdi bisnis tes covid dijamin ga rugi ky yg kemarin ketangkep trillyunan,1,1,-1
152,vaksin sih minta surat perjanjian tertulis negara bakal bertanggung jawab klo misal efek samping yg merugikan hehe,-1,-1,1
153,org rasanya sesek bgt dada denger berita duka salah satu orang terdekat meninggal karna covid keluarganya yaallah jauhkan keluargaku dr virusvirus mematikan yg dibumi aamiin yarobbal alamin,-1,-1,-1
154,ampun tuanku negara empat bulan darurat nampaknya tiada sebarang makna pn gagal kawal covid banyak syarikat asing lari pn guna tempoh untuk kekalkan kuasa sahaja ampun tuanku,-1,1,-1
155,virus covid benar tapi efeknya yg mematikan yg gw ragukan pandemi lebih sarat dimanfaatkan untuk kepentingan bisnis politik baik global mauoun lokal angka covid yg trjadi myanmar hari stlh berhari,-1,-1,-1
156,vaksin ada harus ppkm ekonomi masyarakat pulih kembali dampak psbb ppkm ketat beresiko semakin rapuh nya pondasi ekonomi masyarakat ini merugikan stabilitas ekonomi nasonalkesehatan tnpa ekonomi yg baik akan bermakna,-1,1,-1
157,adakah mr gagal memegang amanah etika pengesahan tahun ujian basic vaksin mungkin jadi penyebab ramai kematian harus rasa bersalah akibat mengenepikan syarat pembuatan vaksin pemimpin wajib berpihak bukti,-1,1,-1
158,orang bilang covid flu doang gatau ya influenza salah satu penyakit mematikan,-1,-1,-1
159,hi guys tebak syapa yg gagal vaksin yak,-1,1,-1
160,halnya penanganan covid membandingkannya negara yg gagal coba bandingkan negara yg berhasil menangani covid jauh bawahnya,-1,1,-1
161,rasanya gagal kawal covid sbb kurang menteri penyelarasyg utk vaksin latest utk ppn mencadangkan mewujudkan lagi menteri penyelaras utk kilang aa menteri penyelaras bakul makanan rh menteri penyelaras surat sokongan waf sila tambah gais,-1,-1,-1
162,corona vs cinta manakah paling mematikan,-1,1,1
163,menunggu combacknya banner pizza mengenyangkan corona mematikan,1,1,1
164,sumpah gw udh percaya corona benar satu persatu orang terdekat terkonfirmasi positif diantaranya gagal berjuang melawan corona terpaksa keluarga pun pinda kota untuk mencari tempat yg aman,1,1,1
165,tetangga gw berada fase hidup susah mati nya rugi maksudnye pas hidup nya kena corona pas nya mati keluarga gak dpt amplop dia nya si beban keluarga,-1,-1,-1
166,kejahatan direpublik bansos binur ada yg menyedihkan yg mematikan bukan hanya covid ada yg lbih mematikan demokrasi dg tangantangan berkuasa,-1,-1,-1
167,yaopo seh iki tinggal ngiseng ae gagal vaksin maneh coh moso ate ngiseng ndek ruang vaksin cok,-1,-1,-1
168,ya tuhan ternyata larangan mudik terulang kembali dech ketemu keluarga saja pemerintah bikin aturan alasan pandemik covid,-1,-1,-1
169,tahun terakhir gagal keliling rumah warga corona gagal trus perkara gamau bangun tidur,-1,1,-1
170,jagalah dirimu keluargamu api neraka pesan kitab suci harihari pesan seakan mendapatkan momentum untuk menjaga dan keluarga paparan covid hanya virus menjaga dan keluarga jenis virus apapun merugikan,-1,-1,-1
171,kritik lonjakan utang pertumbuhan ekonomi gagal untuk meyakinkan publik mengabaikan faktor pandemi covid perbandingan secara global faktor dimasukkan indonesia jauh baik banyak negara,-1,1,-1
172,serius mau percaya gak percaya covid mah urusan masingmasing tolong sudah positif isoman keluar rumah jangan paksakan yang percaya itu merugikan orang,-1,-1,-1
173,diseluruh dunia kes meningkat digerman imam kali masuk waktu adzan sebelum solatdalam seminggu pesakit wad sembuh covid ubatnya allah dah sediakan jadi adzanlah tiada rugi ramai sembuh,1,1,1
174,jadisampai ini berapa rencana gagal ada covid kok lagi gila,-1,-1,-1
175,kupikir manusia tidur mematikan lampu ternyata covid,-1,-1,-1
176,zaman rikiplik baru rejim jamaah haji gagal berangkat corona menyelamatkan muke pengelola negeri tak menghindar hukum allah swt saudara ku calon jamaah haji semoga diberi ketabahan kesabaran kesehatan bisa berangkat pd waktunya,1,1,1
177,kena swab test covid gagal,-1,-1,-1
178,semisal ga percaya covid setidaknya tetep pake masker ga deketdeketan menjaga kebersihan sodaraku itu hal merugikan kita kita emang dianjurkan hidup sehat,-1,-1,-1
179,mentri india mengundurkan dari jabatan krn merasa gagal tau mereka tdk sanggup untuk mengurangi jumlah pasien covidnamun beda cerita indonesia menginginkan perpanjangan jabatan padhl sdh byk yg mengkritik,-1,-1,-1
180,baru habis covid nie cilaker rugi betul kehidupan,-1,-1,-1
181,panglima perang melawan pandemi covid lebih baik diserahkan drpd lbp sebelumnya dikasih tugas minggu gagal sebagai bahan ujian sesungguhnya bersangkutan benar punya kemampuan gak untuk maju yg setuju kasih tanda retweet,1,1,1
182,pasien penyakit kronis yg gagal perawatan gagal operasikarena covid udah ikhlas bisikin bapak sabar ya pakmemang situasi krisis orang yg susah di luar moga bapak rejeki survive sampe pengobatan,1,1,1
183,anying gagal vaksin,-1,1,-1
184,menteri negara gagal handle covid letak jawatan dia gagal handle covid siap jadi tpm,-1,1,-1
185,gk percaya covid mematikan belum waktunya keluargannya mati gara gara covid,-1,-1,-1
186,maaf ya pemerintah gagal faham bgt beneran kek gitu korelasinya penekanan kasus covid minimarket maghrib dah disuruh tutup heellaw,-1,-1,-1
187,menteri india mundur ma al dianggap gagal menangani covid negara jangankan mundur permohonan maafpun ada,-1,-1,-1
188,virus butuh inang utk hidup cara terbaik mematikan virus corona dengan mematikan inang tumpangan manusia tahu bagaimananya cukup kurung inangnya kasih makan ntar bakal mati satusatu mudah,-1,-1,-1
189,pengen trip madiunbali motoran gagal gara gara covid rame,-1,-1,-1
190,gagal vaksin heh dah cangtip malah dikerjain,-1,-1,-1
191,ekonomi amburadul penanganan covid jelek korupsi juara bumn rugi utang ugalugalan penegakan hukum timpang anak bangsa terbelah pengangguran bertambah juga memuji bloon lahir batin menjiwai,-1,-1,-1
192,kampu hobi nge prank palpalpale gagal pelepasan haluu satgas covid masa kampus bikin acara pelepasan rame rame tolong bayar nanti beritahu ok,-1,1,-1
193,flu burung yg sebut menular mematikan hilang ada vaksin nya oh ibu siti fadilah menolak pandemi indonesia jadi pengen ayam goreng sayangnya siang goreng daging sapi pake bumbu vegan,-1,-1,-1
194,saja sebut hoax terbesar sejarah dana ribu triliun betul dana ada negara tdk perlu hutang tdk perlu peremajaan alutista pinjaman khawatir negara lockdown covid bumn tidak mesti rugi,-1,-1,-1
195,menangani pandemi pas awal aja gagal sok bikin vaksin ya semoga aja bener tercloud,-1,1,-1
196,gagal vaksin hari njir gue doang dikeluarga yg belom vaksin tahap,-1,-1,-1
197,patah tulang dibawa dukun tulanglalu kakinya busuk baru deh nyari dokter orthopedi pasang behel gigi salon hasilnya gagal baru nyari dokter gigi gapercaya covidlalu sesak nafas gadapet tabung oksigenbpjs gabisa dipakeigd penuh nyalahin pemerintah ngeyel ae,-1,-1,-1
